record_id,airport_name,altitude_bin,aircraft_model,wildlife_number_struck_actual,effect_impact_to_flight,flight_date,effect_indicated_damage,aircraft_airline,origin_state,phase_of_flight,conditions_precipitation,conditions_sky,wildlife_species,pilot_warned_of_wildlife,total_cost,feet_above_ground
226566,GEORGE BUSH INTERCONTINENTAL,> 1000 ft,EMB-120,1,none,2004-09-10,No damage,SKYWEST AIRLINES,Texas,Descent,none,No Cloud,Unknown bird - small,N,0,4000.0
231594,BALTIMORE WASH INTL,> 1000 ft,B-737-700,1,none,2004-09-10,No damage,SOUTHWEST AIRLINES,Maryland,Approach,none,No Cloud,Unknown bird - small,N,0,3000.0
225888,GREATER PITTSBURGH,< 1000 ft,EMB-145,1,none,2004-09-10,No damage,TRANS STATES AIRLINES,Pennsylvania,Approach,none,Some Cloud,European starling,N,0,40.0
229798,BIRMINGHAM-SHUTTLESWORTH INTL,< 1000 ft,B-737-200,1,none,2004-09-10,No damage,DELTA AIR LINES,Alabama,Approach,none,No Cloud,Rock pigeon,N,0,500.0
229005,CLEVELAND-HOPKINS INTL ARPT,< 1000 ft,B-737-300,1,none,2004-09-10,No damage,SOUTHWEST AIRLINES,Ohio,Approach,none,No Cloud,Unknown bird - small,N,0,800.0
226632,AIRBORNE AIRPARK,> 1000 ft,DC-8-63,1,none,2004-09-10,No damage,ABX AIR,Ohio,Descent,none,No Cloud,Unknown bird - small,N,0,4000.0
224477,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,> 1000 ft,B-727-200,1,none,2004-09-10,No damage,ASTAR AIR CARGO,Kentucky,Descent,none,No Cloud,Unknown bird - small,N,0,3000.0
232364,WESTCHESTER COUNTY ARPT,< 1000 ft,GULFAERO III,1,none,2004-09-10,No damage,BUSINESS,New York,Landing Roll,none,Some Cloud,Mourning dove,Y,0,0.0
224506,NORWOOD MEMORIAL ARPT,< 1000 ft,FAIRCHILD SA227,1,none,2004-09-10,Caused damage,BUSINESS,Massachusetts,Landing Roll,none,No Cloud,Canada goose,N,0,0.0
231657,UNIV OF ILLINOIS -WILLARD ARPT,< 1000 ft,C-152,1,none,2004-09-10,No damage,BUSINESS,Illinois,Take-off run,none,No Cloud,European starling,N,0,0.0
231658,CHARLOTTE/DOUGLAS INTL ARPT,> 1000 ft,A-320,1,none,2004-09-10,No damage,US AIRWAYS,North Carolina,Descent,none,No Cloud,Unknown bird - small,N,0,3000.0
229817,WASHINGTON DULLES INTL ARPT,> 1000 ft,EMB-145,1,none,2004-09-10,No damage,CHAUTAUQUA AIRLINES,DC,Approach,none,No Cloud,Unknown bird - small,Y,0,1700.0
225752,BIRMINGHAM-SHUTTLESWORTH INTL,< 1000 ft,B-737,1,none,2004-09-11,No damage,DELTA AIR LINES,Alabama,Approach,none,Some Cloud,Unknown bird - small,N,0,20.0
224111,WASHINGTON DULLES INTL ARPT,< 1000 ft,B-737-800,1,none,2004-09-11,No damage,AMERICAN AIRLINES,DC,Approach,none,Overcast,Unknown bird - small,Y,0,800.0
224399,BIRMINGHAM-SHUTTLESWORTH INTL,< 1000 ft,B-737-300,1,none,2004-09-11,No damage,SOUTHWEST AIRLINES,Alabama,Climb,none,No Cloud,Unknown bird - small,N,0,1000.0
228971,ATLANTA INTL,< 1000 ft,B-737-200,1,none,2004-09-11,No damage,DELTA AIR LINES,Georgia,Approach,none,No Cloud,Unknown bird - medium,N,0,500.0
224948,FORT LAUDERDALE/HOLLYWOOD INTL,> 1000 ft,B-737-300,1,none,2004-09-11,No damage,SOUTHWEST AIRLINES,Florida,Approach,none,No Cloud,Unknown bird - small,Y,0,1800.0
223751,SPRINGFIELD-BRANSON NATIONAL,< 1000 ft,CL-600,1,none,2004-09-11,No damage,PINNACLE,Missouri,Take-off run,none,No Cloud,Unknown bird - small,N,0,0.0
230009,FLYING CLOUD ARPT,< 1000 ft,C-441 CONQUE,1,none,2004-09-12,No damage,SUPERIOR AVIATION,Minnesota,Approach,none,Some Cloud,Unknown bird - small,N,0,5.0
225200,DES MOINES INTL,< 1000 ft,CL-RJ700,1,none,2004-09-12,No damage,AMERICAN EAGLE AIRLINES,Iowa,Climb,none,No Cloud,Unknown bird - small,N,0,20.0
230448,RENO TAHOE INTL,< 1000 ft,B-737-300,1,none,2004-09-12,No damage,SOUTHWEST AIRLINES,Nevada,Climb,none,No Cloud,Unknown bird - small,N,0,600.0
226344,LONG BEACH-DAUGH FLD,> 1000 ft,A-320,1,none,2004-09-12,No damage,JETBLUE AIRWAYS,California,Descent,none,No Cloud,Unknown bird - medium,N,0,8600.0
226154,STEWART INTL AIRPORT,< 1000 ft,DC-9-30,1,none,2004-09-12,No damage,SOUTHEAST AIRLINES,New York,Approach,none,No Cloud,Unknown bird - small,N,0,10.0
227128,DENVER INTL AIRPORT,< 1000 ft,A-318,1,none,2004-09-13,No damage,FRONTIER AIRLINES,Colorado,Take-off run,none,Some Cloud,Unknown bird - medium,N,0,0.0
223552,KANSAS CITY INTL,< 1000 ft,B-737-300,1,none,2004-09-13,No damage,SOUTHWEST AIRLINES,Missouri,Climb,none,No Cloud,Unknown bird - small,Y,0,300.0
224824,CLEVELAND-HOPKINS INTL ARPT,> 1000 ft,B-737,1,none,2004-09-13,No damage,SOUTHWEST AIRLINES,Ohio,Approach,none,Some Cloud,Unknown bird - medium,N,0,1500.0
226667,BALTIMORE WASH INTL,< 1000 ft,B-737-700,1,none,2004-09-13,No damage,SOUTHWEST AIRLINES,Maryland,Approach,none,No Cloud,Unknown bird - small,Y,0,800.0
231789,RALEIGH-DURHAM INTL,> 1000 ft,MD-88,1,none,2004-09-13,No damage,DELTA AIR LINES,North Carolina,Approach,none,Overcast,Unknown bird - small,N,0,6000.0
225647,GROTON-NEW LONDON AR,< 1000 ft,PA-28,1,Other,2004-09-13,No damage,BUSINESS,Connecticut,Landing Roll,none,Some Cloud,Canada goose,N,0,0.0
226308,MONTGOMERY FIELD ARPT,< 1000 ft,PA-31 NAVAJO,1,none,2004-09-13,No damage,AMERIFLIGHT,California,Landing Roll,none,Overcast,Unknown bird - medium,N,0,0.0
233100,QUAD CITY ARPT,< 1000 ft,CL-RJ100/200,1,none,2004-09-13,No damage,SKYWEST AIRLINES,Illinois,Take-off run,none,No Cloud,Mourning dove,N,0,0.0
233514,AURORA MUNICIPAL ARPT,< 1000 ft,IAI ASTRA JT,1,Precautionary Landing,2004-09-13,No damage,PRIVATELY OWNED,Illinois,Climb,none,No Cloud,Unknown bird - small,N,0,10.0
223532,DENVER INTL AIRPORT,< 1000 ft,B-717-200,1,none,2004-09-14,No damage,AIRTRAN AIRWAYS,Colorado,Take-off run,none,No Cloud,Unknown bird - small,N,0,0.0
227762,ATLANTIC CITY INTL,< 1000 ft,BA-125-800,1,none,2004-09-14,No damage,BUSINESS,New Jersey,Approach,none,Some Cloud,Unknown bird - medium,Y,0,50.0
228460,GRAND FORKS INTL,< 1000 ft,PA-28,1,none,2004-09-14,No damage,BUSINESS,North Dakota,Climb,none,No Cloud,Unknown bird - small,N,0,800.0
225334,EPPLEY AIRFIELD,< 1000 ft,MU2,1,none,2004-09-14,No damage,FLIGHT LINE AMERICAN CHECK,Nebraska,Take-off run,none,No Cloud,Common nighthawk,Y,0,0.0
227549,HILO INTL ARPT,< 1000 ft,B-717-200,1,none,2004-09-14,No damage,HAWAIIAN AIR,Hawaii,Take-off run,none,No Cloud,Pacific golden-plover,N,0,0.0
228848,PHOENIX SKY HARBOR,< 1000 ft,B-737-700,1,none,2004-09-14,No damage,SOUTHWEST AIRLINES,Arizona,Approach,none,No Cloud,Unknown bird - small,N,0,800.0
230258,LOGAN INTL,< 1000 ft,B-737-300,1,none,2004-09-15,No damage,US AIRWAYS,Massachusetts,Climb,none,No Cloud,Unknown bird - small,N,0,10.0
227480,HOUSTON-HOBBY,< 1000 ft,B-737-300,1,none,2004-09-15,No damage,SOUTHWEST AIRLINES,Texas,Climb,none,No Cloud,Unknown bird - small,Y,0,400.0
231089,NASHVILLE INTL,< 1000 ft,B-737-300,1,none,2004-09-15,No damage,SOUTHWEST AIRLINES,Tennessee,Approach,none,Some Cloud,Unknown bird - small,Y,0,1000.0
226622,HONOLULU INTL ARPT,< 1000 ft,B-717-200,1,none,2004-09-15,No damage,HAWAIIAN AIR,Hawaii,Landing Roll,none,Some Cloud,Pacific golden-plover,N,0,0.0
229529,ROCKY MOUNTAIN METROPOLITAN ARPT,< 1000 ft,BE-200 KING,1,none,2004-09-15,Caused damage,BUSINESS,Colorado,Approach,none,No Cloud,Great blue heron,N,8418,50.0
230998,ADAMS FIELD ARPT,< 1000 ft,B-737-300,1,none,2004-09-16,No damage,SOUTHWEST AIRLINES,Arkansas,Approach,none,No Cloud,Unknown bird - small,N,0,600.0
227129,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,EMB-145,1,none,2004-09-16,No damage,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,none,Some Cloud,Unknown bird - small,N,0,0.0
229821,FORT LAUDERDALE/HOLLYWOOD INTL,> 1000 ft,B-757-200,1,none,2004-09-16,No damage,UPS AIRLINES,Florida,Approach,none,Some Cloud,Unknown bird - medium,Y,0,2000.0
225070,MOUNT HAWLEY,< 1000 ft,C-414,1,none,2004-09-16,Caused damage,BUSINESS,Illinois,Landing Roll,none,No Cloud,White-tailed deer,N,49309,0.0
228126,MBS INTL,< 1000 ft,CL-600,1,none,2004-09-16,No damage,BUSINESS,Michigan,Approach,none,No Cloud,European starling,N,0,100.0
229438,SOUTH BEND REGIONAL,> 1000 ft,CL-RJ100/200,1,none,2004-09-16,No damage,PINNACLE,Indiana,Approach,none,No Cloud,Unknown bird - small,N,0,1500.0
227202,LAMBERT-ST LOUIS INTL,> 1000 ft,MD-82,1,none,2004-09-16,No damage,AMERICAN AIRLINES,Missouri,Climb,none,No Cloud,Unknown bird - small,N,0,3000.0
228917,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,< 1000 ft,B-727-200,1,none,2004-09-17,No damage,ASTAR AIR CARGO,Kentucky,Climb,Rain,Overcast,Unknown bird - medium,N,0,700.0
231224,LOUISVILLE INTL ARPT,< 1000 ft,A-300,1,none,2004-09-17,No damage,UPS AIRLINES,Kentucky,Approach,none,No Cloud,Unknown bird - medium,Y,0,150.0
231144,SAN DIEGO INTL,> 1000 ft,B-737-300,1,none,2004-09-17,No damage,SOUTHWEST AIRLINES,California,Descent,none,No Cloud,Unknown bird - medium,N,0,6000.0
231899,WILL ROGERS WORLD ARPT,< 1000 ft,B-727,1,none,2004-09-17,No damage,GOVERNMENT,Oklahoma,Landing Roll,none,Some Cloud,Common nighthawk,N,0,0.0
223524,LUBBOCK INTL,< 1000 ft,B-737-500,1,none,2004-09-17,No damage,SOUTHWEST AIRLINES,Texas,Take-off run,none,No Cloud,Rock pigeon,N,0,0.0
229664,CAPITAL CITY (MI),> 1000 ft,C-208,1,none,2004-09-17,No damage,SUPERIOR AVIATION,Michigan,Descent,none,No Cloud,Unknown bird - small,N,0,2000.0
225746,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,> 1000 ft,MERLIN IV,1,none,2004-09-17,No damage,SUPERIOR AVIATION,Kentucky,Approach,none,No Cloud,Unknown bird - small,Y,0,1500.0
227001,CHICAGO MIDWAY INTL ARPT,> 1000 ft,B-737-300,1,none,2004-09-17,No damage,SOUTHWEST AIRLINES,Illinois,Approach,none,No Cloud,Unknown bird - medium,N,0,4000.0
227290,ATLANTA INTL,< 1000 ft,B-737-800,1,none,2004-09-18,No damage,DELTA AIR LINES,Georgia,Approach,none,No Cloud,Unknown bird - medium,N,0,800.0
226302,ROANOKE REGIONAL,< 1000 ft,MOONEY-20J,1,none,2004-09-18,No damage,BUSINESS,Virginia,Approach,none,Some Cloud,Mourning dove,N,0,100.0
229332,HILO INTL ARPT,< 1000 ft,B-717-200,1,none,2004-09-18,No damage,HAWAIIAN AIR,Hawaii,Landing Roll,none,No Cloud,Pacific golden-plover,N,0,0.0
230555,ATLANTA INTL,< 1000 ft,B-717-200,1,none,2004-09-18,No damage,AIRTRAN AIRWAYS,Georgia,Approach,none,No Cloud,Unknown bird - medium,N,0,400.0
230554,ATLANTA INTL,> 1000 ft,B-717-200,1,none,2004-09-18,No damage,AIRTRAN AIRWAYS,Georgia,Approach,none,No Cloud,Unknown bird - small,N,0,2800.0
231893,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,< 1000 ft,B-727-200,1,Other,2004-09-18,Caused damage,ASTAR AIR CARGO,Kentucky,Approach,none,No Cloud,Unknown bird - small,N,2930,300.0
225739,BRADLEY INTL,< 1000 ft,B-737-300,1,none,2004-09-19,No damage,SOUTHWEST AIRLINES,Connecticut,Approach,none,No Cloud,Unknown bird - small,N,0,250.0
226067,THE EASTERN IOWA ARPT,< 1000 ft,EMB-145,1,none,2004-09-19,No damage,AMERICAN EAGLE AIRLINES,Iowa,Climb,none,No Cloud,Unknown bird - small,Y,0,10.0
225131,THE EASTERN IOWA ARPT,< 1000 ft,EMB-145,1,none,2004-09-19,No damage,AMERICAN EAGLE AIRLINES,Iowa,Approach,none,No Cloud,Unknown bird - small,Y,0,20.0
229847,WASHINGTON DULLES INTL ARPT,> 1000 ft,MD-82,1,none,2004-09-19,No damage,AMERICAN AIRLINES,DC,Approach,none,No Cloud,Unknown bird - small,N,0,1800.0
227796,PORTLAND INTL (OR),> 1000 ft,A-319,1,none,2004-09-19,No damage,UNITED AIRLINES,Oregon,Approach,none,Overcast,Unknown bird - small,Y,0,1300.0
228555,JACKSON EVERS INTL,< 1000 ft,CL-RJ100/200,1,none,2004-09-20,No damage,ATLANTIC SOUTHEAST,Mississippi,Take-off run,none,No Cloud,Unknown bird - medium,N,0,0.0
227063,BISHOP INTL FLINT,< 1000 ft,SAAB-340,1,none,2004-09-20,No damage,CHICAGO EXPRESS,Michigan,Take-off run,none,No Cloud,Unknown bird - small,Y,0,0.0
226549,LOS ANGELES INTL,< 1000 ft,B-737-800,1,none,2004-09-20,No damage,AMERICAN AIRLINES,California,Take-off run,none,No Cloud,Unknown bird - small,N,0,0.0
226814,BOISE AIR TERMINAL/GOWEN FIELD,> 1000 ft,MERLIN III,1,none,2004-09-20,No damage,WESTERN AIR EXPRESS,Idaho,Approach,none,Some Cloud,Unknown bird - small,N,0,1600.0
226281,FRENCH LICK MUNICIPAL ARPT,< 1000 ft,BE-400 BJET,1,none,2004-09-20,No damage,FLIGHT OPTIONS,Indiana,Approach,none,No Cloud,Turkey vulture,N,0,10.0
225323,MINETA SAN JOSE INTL,< 1000 ft,MD-82,1,none,2004-09-20,No damage,AMERICAN AIRLINES,California,Landing Roll,none,No Cloud,Unknown bird - medium,N,0,0.0
229579,KANSAS CITY INTL,< 1000 ft,B-717-200,1,none,2004-09-20,No damage,MIDWEST AIRLINES,Missouri,Approach,none,No Cloud,Common nighthawk,Y,0,100.0
231845,NEW CASTLE COUNTY,< 1000 ft,PA-28,1,Precautionary Landing,2004-09-21,No damage,BUSINESS,Delaware,Take-off run,none,No Cloud,Unknown bird - large,N,0,0.0
227502,QUINCY REGIONAL ARPT - BALDWIN FLD,< 1000 ft,BA-31 JETSTR,1,none,2004-09-21,No damage,CORPORATE AIRLINES,Illinois,Climb,none,No Cloud,Unknown bird - small,N,0,10.0
230525,AIRBORNE AIRPARK,< 1000 ft,B-767-200,1,none,2004-09-21,No damage,ABX AIR,Ohio,Approach,none,No Cloud,Unknown bird - small,N,0,100.0
229974,ATLANTA INTL,< 1000 ft,MD-88,1,none,2004-09-21,No damage,DELTA AIR LINES,Georgia,Approach,none,No Cloud,Unknown bird - small,N,0,700.0
225960,METRO OAKLAND INTL,< 1000 ft,B-757-200,1,none,2004-09-21,No damage,UNITED AIRLINES,California,Approach,none,No Cloud,Unknown bird - large,Y,0,200.0
231329,PHOENIX SKY HARBOR,> 1000 ft,DC-9-40,1,none,2004-09-21,No damage,ABX AIR,Arizona,Climb,none,No Cloud,Unknown bird - large,N,0,4000.0
232063,HOUSTON-HOBBY,< 1000 ft,B-737-500,1,none,2004-09-21,No damage,SOUTHWEST AIRLINES,Texas,Approach,none,Some Cloud,Unknown bird - medium,N,0,1000.0
229167,CAPITAL CITY (MI),< 1000 ft,CL-RJ100/200,1,none,2004-09-21,No damage,SKYWEST AIRLINES,Michigan,Approach,none,No Cloud,Unknown bird - small,Y,722,400.0
230124,BISHOP INTL FLINT,< 1000 ft,SAAB-340,1,none,2004-09-22,No damage,CHICAGO EXPRESS,Michigan,Landing Roll,none,No Cloud,Unknown bird - small,N,0,0.0
229980,FORT LAUDERDALE/HOLLYWOOD INTL,< 1000 ft,B-737-300,1,none,2004-09-22,No damage,SOUTHWEST AIRLINES,Florida,Take-off run,none,No Cloud,Unknown bird - small,N,0,0.0
227197,KALAELOA ARPT JOHN RODGERS FIELD,< 1000 ft,LOCKHEED C-130,1,none,2004-09-22,No damage,GOVERNMENT,Hawaii,Landing Roll,none,No Cloud,Zebra dove,N,0,0.0
228894,ONTARIO INTL ARPT,< 1000 ft,A-310,1,none,2004-09-22,No damage,UPS AIRLINES,California,Landing Roll,none,No Cloud,Barn owl,N,0,0.0
229709,SALT LAKE CITY INTL,< 1000 ft,C-208,1,none,2004-09-22,No damage,FEDEX EXPRESS,Utah,Landing Roll,none,Some Cloud,Western meadowlark,Y,0,0.0
228564,SPOKANE INTERNATIONAL,< 1000 ft,B-737-300,1,none,2004-09-22,No damage,SOUTHWEST AIRLINES,Washington,Approach,none,No Cloud,Unknown bird - small,Y,0,300.0
228586,AIRBORNE AIRPARK,> 1000 ft,DC-9-30,1,none,2004-09-22,No damage,ABX AIR,Ohio,Approach,none,No Cloud,Unknown bird - small,N,0,5500.0
233547,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,< 1000 ft,CL-RJ100/200,1,none,2004-09-22,No damage,COMAIR AIRLINES,Kentucky,Take-off run,none,No Cloud,Rock pigeon,Y,0,0.0
228799,SYRACUSE HANCOCK INTL,< 1000 ft,CL-RJ100/200,1,none,2004-09-23,No damage,INDEPENDENCE AIR,New York,Approach,none,Some Cloud,Unknown bird - small,N,0,30.0
227180,NORFOLK INTL,< 1000 ft,B-737-700,1,none,2004-09-23,No damage,SOUTHWEST AIRLINES,Virginia,Approach,none,No Cloud,Unknown bird - small,N,0,10.0
223328,HOUSTON-HOBBY,< 1000 ft,B-737-500,1,none,2004-09-23,No damage,SOUTHWEST AIRLINES,Texas,Climb,none,Some Cloud,Unknown bird - small,N,0,10.0
231733,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,SAAB-340,1,none,2004-09-23,Caused damage,AMERICAN EAGLE AIRLINES,Texas,Climb,none,Some Cloud,Turkey vulture,N,0,200.0
230903,SAN DIEGO INTL,> 1000 ft,B-727-200,1,none,2004-09-23,Caused damage,CUSTOM AIR TRANSPORT,California,Approach,none,No Cloud,Unknown bird - medium,N,6013,10000.0
229937,LAMBERT-ST LOUIS INTL,< 1000 ft,MD-83,1,none,2004-09-24,No damage,AMERICAN AIRLINES,Missouri,Approach,none,No Cloud,Unknown bird - medium,N,0,300.0
225547,SALT LAKE CITY INTL,< 1000 ft,CL-RJ100/200,1,none,2004-09-24,No damage,SKYWEST AIRLINES,Utah,Approach,none,No Cloud,Unknown bird - small,Y,0,1000.0
228402,HONOLULU INTL ARPT,< 1000 ft,B-737-200,1,none,2004-09-24,No damage,ALOHA AIRLINES,Hawaii,Climb,none,Some Cloud,Pacific golden-plover,N,0,25.0
227973,BATON ROUGE METRO,< 1000 ft,CL-RJ100/200,1,none,2004-09-24,No damage,ATLANTIC SOUTHEAST,Louisiana,Approach,none,Some Cloud,Unknown bird - small,N,0,100.0
231152,CHARLOTTE/DOUGLAS INTL ARPT,< 1000 ft,EMB-145,1,none,2004-09-25,No damage,MESA AIRLINES,North Carolina,Climb,none,No Cloud,Unknown bird - medium,N,0,500.0
227139,NEW CASTLE COUNTY,< 1000 ft,MOONEY M20,1,none,2004-09-25,No damage,PRIVATELY OWNED,Delaware,Approach,none,No Cloud,Purple martin,N,0,10.0
228597,SPRINGFIELD BECKLEY MUNICIPAL,< 1000 ft,MERLIN IV,1,Precautionary Landing,2004-09-25,Caused damage,BUSINESS,Ohio,Take-off run,none,No Cloud,Mourning dove,N,164761,0.0
227135,KANSAS CITY INTL,< 1000 ft,B-737-700,1,none,2004-09-26,No damage,SOUTHWEST AIRLINES,Missouri,Landing Roll,none,No Cloud,Unknown bird - medium,Y,0,0.0
227982,CORPUS CHRISTI INTL ARPT,> 1000 ft,B-737-300,1,none,2004-09-26,No damage,SOUTHWEST AIRLINES,Texas,Descent,none,Some Cloud,Unknown bird - small,N,0,7000.0
226684,METRO OAKLAND INTL,< 1000 ft,A-320,1,none,2004-09-26,No damage,JETBLUE AIRWAYS,California,Take-off run,none,No Cloud,Western meadowlark,N,0,0.0
232050,ESSEX COUNTY AIRPORT,< 1000 ft,PA-60 600,1,none,2004-09-27,No damage,BUSINESS,New Jersey,Landing Roll,none,Overcast,Mourning dove,N,0,0.0
229705,HILO INTL ARPT,< 1000 ft,MD-11,1,none,2004-09-27,No damage,FEDEX EXPRESS,Hawaii,Climb,none,Some Cloud,Unknown bird - medium,N,0,500.0
233228,SPOKANE INTERNATIONAL,< 1000 ft,DHC8 DASH 8,1,none,2004-09-27,No damage,HORIZON AIR,Washington,Landing Roll,none,No Cloud,Unknown bird - small,N,0,0.0
228611,LEWISTON-NEZ PERCE CO ARPT,< 1000 ft,DHC8 DASH 8,1,none,2004-09-27,No damage,HORIZON AIR,Idaho,Approach,none,No Cloud,Killdeer,N,0,10.0
226732,NEW ORLEANS INTL,< 1000 ft,B-737-300,1,none,2004-09-27,No damage,SOUTHWEST AIRLINES,Louisiana,Approach,none,No Cloud,Unknown bird - small,N,0,700.0
230166,KAPALUA ARPT,< 1000 ft,DHC8 DASH 8,1,none,2004-09-27,No damage,ISLAND AIR,Hawaii,Landing Roll,none,Some Cloud,Unknown bird - small,Y,0,0.0
224395,INDIANAPOLIS REGIONAL ARPT,< 1000 ft,C-182 SKYLAN,1,none,2004-09-27,No damage,BUSINESS,Indiana,Climb,none,No Cloud,Unknown bird - small,N,0,10.0
227185,JACKSONVILLE INTL,< 1000 ft,DA-900,1,none,2004-09-27,No damage,BUSINESS,Florida,Approach,none,No Cloud,Unknown bird - small,N,0,15.0
225574,PHILADELPHIA INTL,< 1000 ft,B-737-400,1,none,2004-09-27,No damage,US AIRWAYS,Pennsylvania,Climb,none,No Cloud,Unknown bird - small,N,0,200.0
232197,MIAMI INTL,< 1000 ft,B-757-200,1,none,2004-09-27,No damage,AMERICAN AIRLINES,Florida,Landing Roll,none,Some Cloud,American kestrel,N,0,0.0
227769,LAWTON-FORT SILL REGIONAL ARPT,> 1000 ft,B-737-700,1,none,2004-09-28,No damage,SOUTHWEST AIRLINES,Oklahoma,Approach,none,No Cloud,Unknown bird - small,N,120,1500.0
228332,ORLANDO INTL,< 1000 ft,CL-RJ100/200,1,none,2004-09-28,Caused damage,COMAIR AIRLINES,Florida,Approach,none,Some Cloud,Unknown bird - large,Y,0,1.0
230627,CHARLOTTE/DOUGLAS INTL ARPT,< 1000 ft,DHC8 DASH 8,1,none,2004-09-28,Caused damage,PIEDMONT AIRLINES,North Carolina,Take-off run,none,No Cloud,Unknown bird - large,N,0,0.0
225675,HELENA REGIONAL,< 1000 ft,CL-RJ100/200,1,none,2004-09-29,No damage,COMAIR AIRLINES,Montana,Landing Roll,none,No Cloud,Unknown bird - small,N,0,0.0
226850,ADDISON,> 1000 ft,LEARJET-31,1,Precautionary Landing,2004-09-29,No damage,BUSINESS,Texas,Climb,none,Some Cloud,Unknown bird - medium,N,0,1400.0
226975,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,> 1000 ft,A-300,1,none,2004-09-29,No damage,ASTAR AIR CARGO,Kentucky,Approach,none,No Cloud,Unknown bird - small,N,0,1600.0
228329,SALT LAKE CITY INTL,> 1000 ft,CL-RJ700,1,none,2004-09-29,No damage,ATLANTIC SOUTHEAST,Utah,Approach,Rain,Overcast,Northern pintail,Y,0,1500.0
225674,CHICAGO MIDWAY INTL ARPT,< 1000 ft,B-737-800,1,Other,2004-09-29,Caused damage,ATA AIRLINES,Illinois,Approach,none,Some Cloud,Red-tailed hawk,Y,14432,10.0
231533,AIRBORNE AIRPARK,> 1000 ft,B-767-200,1,none,2004-09-29,Caused damage,ABX AIR,Ohio,Approach,none,No Cloud,Unknown bird - small,N,0,3000.0
228462,DALLAS LOVE FIELD ARPT,< 1000 ft,C-402,1,none,2004-09-29,No damage,BUSINESS,Texas,Approach,none,No Cloud,Unknown bird - small,N,0,350.0
227971,ATLANTA INTL,> 1000 ft,B-717-200,1,Precautionary Landing,2004-09-29,No damage,AIRTRAN AIRWAYS,Georgia,Climb,none,No Cloud,Unknown bird - large,N,0,2000.0
228625,PROVIDENCIALES INTL,> 1000 ft,B-757-200,1,none,2004-09-29,No damage,AMERICAN AIRLINES,California,Climb,none,Some Cloud,Unknown bird - large,N,0,13700.0
230203,JAMES M COX DAYTON INTL,< 1000 ft,EMB-145,1,none,2004-09-30,No damage,MESA AIRLINES,Ohio,Approach,Fog,Overcast,Unknown bird - medium,N,0,200.0
229187,BUFFALO-NIAGARA INTL,< 1000 ft,B-737,1,none,2004-09-30,No damage,RYAN INTL AIRLINES,New York,Take-off run,none,Some Cloud,Unknown bird - small,N,0,0.0
230239,WASHINGTON DULLES INTL ARPT,> 1000 ft,CL-RJ100/200,1,none,2004-09-30,No damage,MESA AIRLINES,DC,Climb,none,No Cloud,Unknown bird - medium,Y,0,3100.0
230859,TACOMA NARROWS ARPT,> 1000 ft,BE-1900,1,none,2004-09-30,No damage,BUSINESS,Washington,Climb,none,Some Cloud,Unknown bird - small,N,0,2000.0
229112,ANDERSON REGIONAL,< 1000 ft,MOONEY M20,1,none,2004-09-30,Caused damage,BUSINESS,South Carolina,Landing Roll,none,No Cloud,White-tailed deer,N,6615,0.0
227896,TAMPA INTL,< 1000 ft,B-717-200,1,none,2004-09-30,No damage,AIRTRAN AIRWAYS,Florida,Approach,none,No Cloud,Unknown bird - small,N,0,20.0
230844,SAIPAN INTL,< 1000 ft,PA-31 NAVAJO,1,none,2004-10-01,No damage,PRIVATELY OWNED,Prince Edward Island,Take-off run,none,Some Cloud,Fairy tern,N,0,0.0
229777,CHARLOTTE/DOUGLAS INTL ARPT,< 1000 ft,B-737-300,1,none,2004-10-01,No damage,US AIRWAYS,North Carolina,Climb,none,Some Cloud,Unknown bird - medium,N,0,200.0
232347,GERALD R FORD INTL,< 1000 ft,EMB-145,1,none,2004-10-01,No damage,EXPRESSJET CONTINENTAL EXPRS,Michigan,Landing Roll,none,No Cloud,European starling,N,0,0.0
227957,LIHUE ARPT,< 1000 ft,B-717-200,1,none,2004-10-01,No damage,HAWAIIAN AIR,Hawaii,Take-off run,none,Some Cloud,Pacific golden-plover,Y,0,0.0
229778,GREATER PITTSBURGH,< 1000 ft,A-320,1,none,2004-10-01,No damage,US AIRWAYS,Pennsylvania,Take-off run,none,Overcast,Unknown bird - medium,N,0,0.0
226993,ORLANDO INTL,< 1000 ft,MD-80,1,none,2004-10-01,No damage,AMERICAN AIRLINES,Florida,Approach,none,Some Cloud,Unknown bird - small,N,0,500.0
231564,OCEAN REEF CLUB,< 1000 ft,C-560,1,none,2004-10-01,Caused damage,BUSINESS,Florida,Approach,none,No Cloud,Unknown bird - small,N,0,400.0
231242,ORLANDO INTL,> 1000 ft,B-757-200,1,none,2004-10-01,No damage,AMERICAN AIRLINES,Florida,Approach,none,Some Cloud,Unknown bird - small,Y,0,5000.0
